1,1,3,1,1,2,1,2,3,4,2,2,931.00,4,232.75,2,1,5,9.83,5,2
2,1,3,1,1,1,1,4,3,4,2,2,1075.00,3,358.33,2,1,5,9.75,4,2
2,1,3,1,1,1,1,2,1,4,2,2,2142.00,4,535.50,2,1,5,9.62,4,2
2,1,3,1,1,1,1,4,3,4,2,2,4822.00,5,964.40,2,2,5,9.31,0,2
1,1,3,1,1,1,1,1,3,4,2,2,1169.00,5,233.80,2,1,1,9.83,0,2
2,1,3,1,5,2,0,4,3,4,2,2,2631.00,3,877.00,2,1,5,9.38,0,2
1,1,3,1,4,2,1,4,3,4,2,2,1531.00,4,382.75,2,1,5,9.73,0,2
1,1,3,1,5,2,1,1,3,2,2,2,1185.00,4,296.25,2,1,5,9.79,0,1
2,1,3,1,1,1,1,4,3,4,2,2,2000.00,6,333.33,2,1,5,9.76,0,2
1,1,3,1,4,1,1,1,3,4,2,2,998.00,2,499.00,2,1,5,9.64,0,2
2,1,3,1,0,1,1,4,3,4,2,2,2207.00,2,1103.50,2,1,5,9.21,0,2
2,1,3,1,5,2,1,1,3,4,2,2,2146.00,4,536.50,2,1,5,9.62,0,2
1,1,3,1,1,1,1,1,3,4,2,2,750.00,2,375.00,2,1,5,9.73,0,2
1,1,3,1,1,1,1,1,3,4,2,2,2090.00,5,418.00,2,1,5,9.70,0,2
1,1,3,1,5,2,1,1,3,4,2,2,1345.00,4,336.25,2,1,1,9.76,4,2
1,1,3,1,1,1,1,4,3,4,2,2,1478.00,6,246.33,2,1,1,9.82,4,2
2,1,3,1,4,1,1,1,1,4,2,2,1154.00,3,384.67,1,1,5,9.73,6,2
2,1,3,1,1,1,1,1,1,2,2,2,1908.00,3,636.00,2,1,5,9.55,5,2
2,1,3,1,1,1,1,2,1,4,2,2,1372.00,3,457.33,2,1,5,9.67,4,2
2,1,3,1,4,1,1,1,3,4,2,2,954.00,3,318.00,2,1,5,9.77,6,2
2,1,3,1,2,1,1,3,3,4,2,2,1255.00,4,313.75,1,1,5,9.78,2,2
1,1,3,1,0,1,3,1,3,4,2,2,400.00,2,200.00,2,1,5,9.86,2,2
2,1,1,1,1,1,1,4,3,4,2,2,2013.00,2,1006.50,1,2,5,9.28,5,2
2,1,3,1,1,1,1,1,3,4,2,2,600.00,2,300.00,2,1,0,9.79,4,2
1,1,3,1,1,1,3,1,3,4,2,2,954.00,4,238.50,2,2,5,9.83,5,2
2,1,1,1,2,2,2,1,3,4,2,2,300.00,2,150.00,2,1,4,9.89,0,1
1,1,1,1,1,1,1,4,3,4,2,2,1182.00,4,295.50,2,1,5,9.79,0,1
2,1,3,1,1,1,1,1,3,4,2,2,937.00,4,234.25,2,1,5,9.83,0,2
1,1,3,1,4,1,1,1,3,3,2,2,250.00,1,250.00,2,1,5,9.82,0,2
1,1,3,1,1,1,1,1,3,4,2,2,998.00,1,998.00,2,1,5,9.29,0,2
1,1,3,1,3,1,1,1,1,4,2,2,450.00,1,450.00,2,1,5,9.68,0,2
2,1,1,1,4,2,1,1,3,4,2,2,1089.00,3,363.00,2,1,5,9.74,0,2
1,1,3,1,1,2,3,1,3,4,2,2,2670.00,4,667.50,2,2,4,9.53,0,2
1,1,3,1,1,2,2,1,3,4,2,2,335.00,4,83.75,2,1,5,9.94,0,2
1,1,3,1,2,2,2,1,3,3,2,2,300.00,2,150.00,2,1,4,9.89,0,1
2,1,1,1,2,1,1,3,3,4,2,2,625.00,3,208.33,2,1,5,9.85,2,2
2,1,3,1,2,2,2,1,3,4,2,2,800.00,2,400.00,1,1,5,9.72,5,2
2,1,3,1,4,1,1,1,3,4,2,2,1404.00,3,468.00,2,1,5,9.67,6,2
2,1,3,1,1,1,1,1,3,4,2,2,1050.00,4,262.50,2,1,5,9.81,4,2
1,1,1,1,3,1,1,1,3,3,2,2,150.00,1,150.00,2,1,5,9.89,2,2
1,1,3,1,1,1,2,2,1,4,2,2,1000.00,2,500.00,2,1,5,9.64,5,2
2,1,3,1,1,2,1,1,3,4,2,2,694.00,4,173.50,1,1,5,9.88,5,2
1,1,3,1,1,1,1,1,3,4,2,2,450.00,4,112.50,1,1,5,9.92,5,2
2,1,3,1,3,1,1,2,3,4,2,2,277.00,1,277.00,2,1,5,9.80,2,2
1,1,3,1,1,2,1,2,3,4,2,2,1741.00,4,435.25,2,1,5,9.69,5,2
1,1,3,1,1,1,1,1,3,4,2,2,748.00,3,249.33,2,1,5,9.82,0,2
2,1,3,1,0,1,1,1,1,4,2,2,400.00,3,133.33,2,1,5,9.91,0,2
2,1,3,1,1,2,1,1,3,4,2,2,374.00,4,93.50,2,1,5,9.93,0,1
1,1,3,1,1,1,1,1,3,4,2,2,1188.00,7,169.71,2,1,1,9.88,0,2
1,1,0,1,1,2,1,4,3,4,2,2,998.00,3,332.67,2,1,5,9.76,0,1
1,1,3,1,1,1,1,4,3,4,2,2,1135.00,3,378.33,2,1,5,9.73,0,2
2,1,3,1,1,1,1,1,1,4,2,2,878.00,4,219.50,2,1,0,9.84,0,2
1,1,3,1,5,2,1,1,3,4,2,2,1087.00,4,271.75,2,1,5,9.81,0,2
2,1,1,1,1,1,1,2,3,4,2,2,630.00,3,210.00,2,1,5,9.85,0,2
1,1,3,1,4,2,1,4,3,4,2,2,1483.00,4,370.75,2,1,5,9.74,0,2
2,1,3,1,1,2,0,1,3,3,2,2,858.00,5,171.60,2,1,5,9.88,0,2
2,1,3,1,1,1,1,2,3,4,2,2,430.00,3,143.33,2,1,5,9.90,0,2
2,1,3,1,2,1,1,1,3,4,2,2,460.00,3,153.33,2,1,5,9.89,0,2
2,1,3,1,0,1,2,1,3,4,2,2,450.00,2,225.00,2,1,5,9.84,0,2
2,1,3,1,1,1,1,1,3,4,2,2,932.00,4,233.00,1,1,5,9.83,5,2
1,1,1,1,3,2,1,1,3,4,2,2,150.00,1,150.00,2,1,5,9.89,2,2
2,1,3,1,1,2,1,2,3,4,2,2,331.00,2,165.50,1,1,5,9.88,4,2
2,1,3,1,1,1,1,1,1,4,2,2,954.00,3,318.00,1,1,5,9.77,4,2
2,1,3,1,1,1,1,0,3,4,2,2,385.00,2,192.50,1,1,5,9.86,5,2
1,1,3,1,1,1,1,1,3,2,2,2,320.00,2,160.00,2,1,5,9.89,4,2
2,1,1,1,1,1,1,1,3,4,2,2,2362.00,3,787.33,2,1,5,9.44,4,2
2,1,3,1,1,1,1,1,3,4,2,2,360.00,3,120.00,2,1,0,9.91,5,2
2,1,3,1,1,1,1,4,3,4,2,2,954.00,2,477.00,1,2,0,9.66,5,2
2,1,3,1,1,1,1,4,3,4,2,2,1226.00,6,204.33,1,1,5,9.85,4,2
2,1,3,1,1,1,1,1,3,2,2,2,818.00,4,204.50,2,1,5,9.85,2,2
2,1,3,1,2,1,3,4,1,4,2,2,720.00,2,360.00,1,1,5,9.74,2,2
1,1,3,1,1,1,3,1,1,4,2,2,1257.00,2,628.50,1,1,4,9.55,2,2
2,1,3,1,1,1,1,2,3,2,2,2,1012.00,7,144.57,1,1,5,9.90,5,2
2,1,3,1,1,1,1,4,3,4,2,2,620.00,6,103.33,2,1,5,9.93,0,2
2,1,3,1,1,1,1,2,3,4,2,2,137.00,3,45.67,2,1,0,9.97,0,2
2,1,1,1,1,1,1,0,3,4,2,2,530.00,4,132.50,2,1,3,9.91,4,2
1,1,3,1,1,2,2,1,3,4,2,2,3234.45,5,646.89,2,1,0,9.54,0,2
2,1,3,1,3,2,2,1,1,4,2,2,610.00,4,152.50,2,1,5,9.89,4,2
1,1,3,1,0,2,1,1,3,4,2,2,3216.00,4,804.00,1,2,5,9.43,0,2
